device,detector,tsPeriodEnd,countPeriod,trafficAmount,reliabValue
tre122,b60_2,2024-11-12T16:48:50+02:00,60,,
tre122,b60_2,2024-11-12T16:47:50+02:00,60,0.0,82.0
tre122,b60_2,2024-11-12T16:46:50+02:00,60,0.0,80.0
tre122,b60_2,2024-11-12T16:45:50+02:00,60,0.0,82.0
tre122,b80,2024-11-12T16:59:50+02:00,60,60.0,72.0
tre122,b80,2024-11-12T16:58:50+02:00,60,60.0,74.0
tre122,b80,2024-11-12T16:57:50+02:00,60,360.0,62.0
tre122,b80,2024-11-12T16:56:50+02:00,60,60.0,62.0
tre122,b80,2024-11-12T16:55:50+02:00,60,180.0,63.0
tre122,b80,2024-11-12T16:54:50+02:00,60,780.0,98.0
tre122,b80,2024-11-12T16:53:50+02:00,60,0.0,66.0
tre122,b80,2024-11-12T16:52:50+02:00,60,300.0,69.0
tre122,b80,2024-11-12T16:51:50+02:00,60,0.0,72.0
tre122,b80,2024-11-12T16:50:50+02:00,60,300.0,83.0
tre122,b80,2024-11-12T16:49:50+02:00,60,420.0,75.0
tre122,b80,2024-11-12T16:48:50+02:00,60,,
tre122,b80,2024-11-12T16:47:50+02:00,60,360.0,82.0
tre122,b80,2024-11-12T16:46:50+02:00,60,60.0,80.0
tre122,b80,2024-11-12T16:45:50+02:00,60,120.0,82.0
tre122,e25,2024-11-12T16:59:50+02:00,60,60.0,72.0
tre122,e25,2024-11-12T16:58:50+02:00,60,60.0,74.0
tre122,e25,2024-11-12T16:57:50+02:00,60,60.0,62.0
tre122,e25,2024-11-12T16:56:50+02:00,60,0.0,62.0
tre122,e25,2024-11-12T16:55:50+02:00,60,120.0,63.0
tre122,e25,2024-11-12T16:54:50+02:00,60,0.0,98.0
tre122,e25,2024-11-12T16:53:50+02:00,60,0.0,66.0
tre122,e25,2024-11-12T16:52:50+02:00,60,60.0,69.0
tre122,e25,2024-11-12T16:51:50+02:00,60,120.0,72.0
tre122,e25,2024-11-12T16:50:50+02:00,60,180.0,83.0
tre122,e25,2024-11-12T16:49:50+02:00,60,120.0,75.0
tre122,e25,2024-11-12T16:48:50+02:00,60,,
tre122,e25,2024-11-12T16:47:50+02:00,60,0.0,82.0
tre122,e25,2024-11-12T16:46:50+02:00,60,60.0,80.0
tre122,e25,2024-11-12T16:45:50+02:00,60,60.0,82.0
tre122,e55,2024-11-12T16:59:50+02:00,60,0.0,72.0
tre122,e55,2024-11-12T16:58:50+02:00,60,0.0,74.0
tre122,e55,2024-11-12T16:57:50+02:00,60,0.0,62.0
tre122,e55,2024-11-12T16:56:50+02:00,60,0.0,62.0
tre122,e55,2024-11-12T16:55:50+02:00,60,0.0,63.0
tre122,e55,2024-11-12T16:54:50+02:00,60,0.0,98.0
tre122,e55,2024-11-12T16:53:50+02:00,60,0.0,66.0
tre122,e55,2024-11-12T16:52:50+02:00,60,0.0,69.0
tre122,e55,2024-11-12T16:51:50+02:00,60,0.0,72.0
tre122,e55,2024-11-12T16:50:50+02:00,60,0.0,83.0
tre122,e55,2024-11-12T16:49:50+02:00,60,0.0,75.0
tre122,e55,2024-11-12T16:48:50+02:00,60,,
tre122,e55,2024-11-12T16:47:50+02:00,60,0.0,82.0
tre122,e55,2024-11-12T16:46:50+02:00,60,0.0,80.0
tre122,e55,2024-11-12T16:45:50+02:00,60,0.0,82.0
tre122,f55,2024-11-12T16:59:50+02:00,60,0.0,72.0
tre122,f55,2024-11-12T16:58:50+02:00,60,60.0,74.0
tre122,f55,2024-11-12T16:57:50+02:00,60,0.0,62.0
tre122,f55,2024-11-12T16:56:50+02:00,60,60.0,62.0
tre122,f55,2024-11-12T16:55:50+02:00,60,60.0,63.0
tre122,f55,2024-11-12T16:54:50+02:00,60,0.0,98.0
tre122,f55,2024-11-12T16:53:50+02:00,60,0.0,66.0
tre122,f55,2024-11-12T16:52:50+02:00,60,0.0,69.0
tre122,f55,2024-11-12T16:51:50+02:00,60,0.0,72.0
tre122,f55,2024-11-12T16:50:50+02:00,60,0.0,83.0
tre122,f55,2024-11-12T16:49:50+02:00,60,60.0,75.0
tre122,f55,2024-11-12T16:48:50+02:00,60,,
tre122,f55,2024-11-12T16:47:50+02:00,60,0.0,82.0
tre122,f55,2024-11-12T16:46:50+02:00,60,120.0,80.0
tre122,f55,2024-11-12T16:45:50+02:00,60,120.0,82.0
tre545,a100_1,2024-11-12T16:14:50+02:00,60,300.0,56.0
tre545,a100_1,2024-11-12T16:13:50+02:00,60,660.0,96.0
tre545,a100_1,2024-11-12T16:12:50+02:00,60,720.0,73.0
tre545,a100_1,2024-11-12T16:11:50+02:00,60,660.0,82.0
tre545,a100_1,2024-11-12T16:10:50+02:00,60,840.0,67.0
tre545,a100_1,2024-11-12T16:09:50+02:00,60,720.0,89.0
tre545,a100_1,2024-11-12T16:08:50+02:00,60,600.0,115.0
tre545,a100_1,2024-11-12T16:07:50+02:00,60,1080.0,88.0
tre545,a100_1,2024-11-12T16:06:50+02:00,60,360.0,69.0
tre545,a100_1,2024-11-12T16:05:50+02:00,60,720.0,86.0
tre545,a100_1,2024-11-12T16:04:50+02:00,60,420.0,64.0
tre545,a100_1,2024-11-12T16:03:50+02:00,60,720.0,95.0
tre545,a100_1,2024-11-12T16:02:50+02:00,60,420.0,51.0
tre545,a100_1,2024-11-12T16:01:50+02:00,60,900.0,90.0
tre545,a100_1,2024-11-12T16:00:50+02:00,60,780.0,92.0
tre545,a100_2,2024-11-12T16:14:50+02:00,60,0.0,56.0
tre545,a100_2,2024-11-12T16:13:50+02:00,60,0.0,96.0
tre545,a100_2,2024-11-12T16:12:50+02:00,60,0.0,73.0
tre545,a100_2,2024-11-12T16:11:50+02:00,60,0.0,82.0
tre545,a100_2,2024-11-12T16:10:50+02:00,60,0.0,67.0
tre545,a100_2,2024-11-12T16:09:50+02:00,60,0.0,89.0
tre545,a100_2,2024-11-12T16:08:50+02:00,60,0.0,115.0
tre545,a100_2,2024-11-12T16:07:50+02:00,60,0.0,88.0
tre545,a100_2,2024-11-12T16:06:50+02:00,60,0.0,69.0
tre545,a100_2,2024-11-12T16:05:50+02:00,60,0.0,86.0
tre545,a100_2,2024-11-12T16:04:50+02:00,60,0.0,64.0
tre545,a100_2,2024-11-12T16:03:50+02:00,60,0.0,95.0
tre545,a100_2,2024-11-12T16:02:50+02:00,60,0.0,51.0
tre545,a100_2,2024-11-12T16:01:50+02:00,60,0.0,90.0
tre545,a100_2,2024-11-12T16:00:50+02:00,60,0.0,92.0
tre545,b120_1,2024-11-12T16:14:50+02:00,60,60.0,56.0
tre545,b120_1,2024-11-12T16:13:50+02:00,60,480.0,96.0
tre545,b120_1,2024-11-12T16:12:50+02:00,60,240.0,73.0
tre545,b120_1,2024-11-12T16:11:50+02:00,60,360.0,82.0
tre545,b120_1,2024-11-12T16:10:50+02:00,60,0.0,67.0
tre545,b120_1,2024-11-12T16:09:50+02:00,60,240.0,89.0
tre545,b120_1,2024-11-12T16:08:50+02:00,60,420.0,115.0
tre545,b120_1,2024-11-12T16:07:50+02:00,60,300.0,88.0
tre545,b120_1,2024-11-12T16:06:50+02:00,60,300.0,69.0
tre545,b120_1,2024-11-12T16:05:50+02:00,60,240.0,86.0
tre545,b120_1,2024-11-12T16:04:50+02:00,60,300.0,64.0
tre545,b120_1,2024-11-12T16:03:50+02:00,60,540.0,95.0
tre545,b120_1,2024-11-12T16:02:50+02:00,60,180.0,51.0
tre545,b120_1,2024-11-12T16:01:50+02:00,60,300.0,90.0
tre545,b120_1,2024-11-12T16:00:50+02:00,60,240.0,92.0
tre545,b120_2,2024-11-12T16:14:50+02:00,60,240.0,56.0
tre545,b120_2,2024-11-12T16:13:50+02:00,60,420.0,96.0
tre545,b120_2,2024-11-12T16:12:50+02:00,60,120.0,73.0
tre545,b120_2,2024-11-12T16:11:50+02:00,60,300.0,82.0
tre545,b120_2,2024-11-12T16:10:50+02:00,60,240.0,67.0
tre545,b120_2,2024-11-12T16:09:50+02:00,60,540.0,89.0
tre545,b120_2,2024-11-12T16:08:50+02:00,60,720.0,115.0
tre545,b120_2,2024-11-12T16:07:50+02:00,60,60.0,88.0
tre545,b120_2,2024-11-12T16:06:50+02:00,60,360.0,69.0
tre545,b120_2,2024-11-12T16:05:50+02:00,60,420.0,86.0
tre545,b120_2,2024-11-12T16:04:50+02:00,60,240.0,64.0
tre545,b120_2,2024-11-12T16:03:50+02:00,60,180.0,95.0
tre545,b120_2,2024-11-12T16:02:50+02:00,60,240.0,51.0
tre545,b120_2,2024-11-12T16:01:50+02:00,60,120.0,90.0
tre545,b120_2,2024-11-12T16:00:50+02:00,60,180.0,92.0
tre545,a100_1,2024-11-12T16:29:50+02:00,60,660.0,88.0
tre545,a100_1,2024-11-12T16:28:50+02:00,60,240.0,49.0
tre545,a100_1,2024-11-12T16:27:50+02:00,60,660.0,76.0
tre545,a100_1,2024-11-12T16:26:50+02:00,60,600.0,89.0
tre545,a100_1,2024-11-12T16:25:50+02:00,60,780.0,73.0
tre545,a100_1,2024-11-12T16:24:50+02:00,60,600.0,88.0
tre545,a100_1,2024-11-12T16:23:50+02:00,60,240.0,40.0
tre545,a100_1,2024-11-12T16:22:50+02:00,60,300.0,46.0
tre545,a100_1,2024-11-12T16:21:50+02:00,60,540.0,72.0
tre545,a100_1,2024-11-12T16:20:50+02:00,60,1140.0,137.0
tre545,a100_1,2024-11-12T16:19:50+02:00,60,720.0,97.0
tre545,a100_1,2024-11-12T16:18:50+02:00,60,1080.0,104.0
tre545,a100_1,2024-11-12T16:17:50+02:00,60,360.0,72.0
tre545,a100_1,2024-11-12T16:16:50+02:00,60,840.0,103.0
tre545,a100_1,2024-11-12T16:15:50+02:00,60,900.0,103.0
tre545,a100_2,2024-11-12T16:29:50+02:00,60,0.0,88.0
tre545,a100_2,2024-11-12T16:28:50+02:00,60,0.0,49.0
tre545,a100_2,2024-11-12T16:27:50+02:00,60,0.0,76.0
tre545,a100_2,2024-11-12T16:26:50+02:00,60,0.0,89.0
tre545,a100_2,2024-11-12T16:25:50+02:00,60,0.0,73.0
tre545,a100_2,2024-11-12T16:24:50+02:00,60,0.0,88.0
tre545,a100_2,2024-11-12T16:23:50+02:00,60,0.0,40.0
tre545,a100_2,2024-11-12T16:22:50+02:00,60,0.0,46.0
tre545,a100_2,2024-11-12T16:21:50+02:00,60,0.0,72.0
tre545,a100_2,2024-11-12T16:20:50+02:00,60,0.0,137.0
tre545,a100_2,2024-11-12T16:19:50+02:00,60,0.0,97.0
tre545,a100_2,2024-11-12T16:18:50+02:00,60,0.0,104.0
tre545,a100_2,2024-11-12T16:17:50+02:00,60,0.0,72.0
tre545,a100_2,2024-11-12T16:16:50+02:00,60,0.0,103.0
tre545,a100_2,2024-11-12T16:15:50+02:00,60,0.0,103.0
tre545,b120_1,2024-11-12T16:29:50+02:00,60,180.0,88.0
tre545,b120_1,2024-11-12T16:28:50+02:00,60,180.0,49.0
tre545,b120_1,2024-11-12T16:27:50+02:00,60,180.0,76.0
tre545,b120_1,2024-11-12T16:26:50+02:00,60,120.0,89.0
tre545,b120_1,2024-11-12T16:25:50+02:00,60,60.0,73.0
tre545,b120_1,2024-11-12T16:24:50+02:00,60,420.0,88.0
tre545,b120_1,2024-11-12T16:23:50+02:00,60,120.0,40.0
tre545,b120_1,2024-11-12T16:22:50+02:00,60,120.0,46.0
tre545,b120_1,2024-11-12T16:21:50+02:00,60,360.0,72.0
tre545,b120_1,2024-11-12T16:20:50+02:00,60,480.0,137.0
tre545,b120_1,2024-11-12T16:19:50+02:00,60,360.0,97.0
tre545,b120_1,2024-11-12T16:18:50+02:00,60,240.0,104.0
tre545,b120_1,2024-11-12T16:17:50+02:00,60,360.0,72.0
tre545,b120_1,2024-11-12T16:16:50+02:00,60,240.0,103.0
tre545,b120_1,2024-11-12T16:15:50+02:00,60,300.0,103.0
tre545,b120_2,2024-11-12T16:29:50+02:00,60,540.0,88.0
tre545,b120_2,2024-11-12T16:28:50+02:00,60,0.0,49.0
tre545,b120_2,2024-11-12T16:27:50+02:00,60,300.0,76.0
tre545,b120_2,2024-11-12T16:26:50+02:00,60,540.0,89.0
tre545,b120_2,2024-11-12T16:25:50+02:00,60,120.0,73.0
tre545,b120_2,2024-11-12T16:24:50+02:00,60,420.0,88.0
tre545,b120_2,2024-11-12T16:23:50+02:00,60,180.0,40.0
tre545,b120_2,2024-11-12T16:22:50+02:00,60,120.0,46.0
tre545,b120_2,2024-11-12T16:21:50+02:00,60,120.0,72.0
tre545,b120_2,2024-11-12T16:20:50+02:00,60,600.0,137.0
tre545,b120_2,2024-11-12T16:19:50+02:00,60,300.0,97.0
tre545,b120_2,2024-11-12T16:18:50+02:00,60,420.0,104.0
tre545,b120_2,2024-11-12T16:17:50+02:00,60,360.0,72.0
tre545,b120_2,2024-11-12T16:16:50+02:00,60,300.0,103.0
tre545,b120_2,2024-11-12T16:15:50+02:00,60,360.0,103.0
tre545,a100_1,2024-11-12T16:44:50+02:00,60,660.0,78.0
tre545,a100_1,2024-11-12T16:43:50+02:00,60,660.0,99.0
tre545,a100_1,2024-11-12T16:42:50+02:00,60,420.0,62.0
tre545,a100_1,2024-11-12T16:41:50+02:00,60,540.0,60.0
tre545,a100_1,2024-11-12T16:40:50+02:00,60,660.0,73.0
tre545,a100_1,2024-11-12T16:39:50+02:00,60,360.0,47.0
tre545,a100_1,2024-11-12T16:38:50+02:00,60,600.0,89.0
tre545,a100_1,2024-11-12T16:37:50+02:00,60,720.0,80.0
tre545,a100_1,2024-11-12T16:36:50+02:00,60,660.0,69.0
tre545,a100_1,2024-11-12T16:35:50+02:00,60,480.0,74.0
tre545,a100_1,2024-11-12T16:34:50+02:00,60,360.0,55.0
tre545,a100_1,2024-11-12T16:33:50+02:00,60,600.0,72.0
tre545,a100_1,2024-11-12T16:32:50+02:00,60,420.0,75.0
tre545,a100_1,2024-11-12T16:31:50+02:00,60,480.0,69.0
tre545,a100_1,2024-11-12T16:30:50+02:00,60,540.0,83.0
tre545,a100_2,2024-11-12T16:44:50+02:00,60,0.0,78.0
tre545,a100_2,2024-11-12T16:43:50+02:00,60,0.0,99.0
tre545,a100_2,2024-11-12T16:42:50+02:00,60,0.0,62.0
tre545,a100_2,2024-11-12T16:41:50+02:00,60,0.0,60.0
tre545,a100_2,2024-11-12T16:40:50+02:00,60,0.0,73.0
tre545,a100_2,2024-11-12T16:39:50+02:00,60,0.0,47.0
tre545,a100_2,2024-11-12T16:38:50+02:00,60,0.0,89.0
tre545,a100_2,2024-11-12T16:37:50+02:00,60,0.0,80.0
tre545,a100_2,2024-11-12T16:36:50+02:00,60,0.0,69.0
tre545,a100_2,2024-11-12T16:35:50+02:00,60,0.0,74.0
tre545,a100_2,2024-11-12T16:34:50+02:00,60,0.0,55.0
tre545,a100_2,2024-11-12T16:33:50+02:00,60,0.0,72.0
tre545,a100_2,2024-11-12T16:32:50+02:00,60,0.0,75.0
tre545,a100_2,2024-11-12T16:31:50+02:00,60,0.0,69.0
tre545,a100_2,2024-11-12T16:30:50+02:00,60,0.0,83.0
tre545,b120_1,2024-11-12T16:44:50+02:00,60,240.0,78.0
tre545,b120_1,2024-11-12T16:43:50+02:00,60,420.0,99.0
tre545,b120_1,2024-11-12T16:42:50+02:00,60,120.0,62.0
tre545,b120_1,2024-11-12T16:41:50+02:00,60,120.0,60.0
tre545,b120_1,2024-11-12T16:40:50+02:00,60,240.0,73.0
tre545,b120_1,2024-11-12T16:39:50+02:00,60,240.0,47.0
tre545,b120_1,2024-11-12T16:38:50+02:00,60,480.0,89.0
tre545,b120_1,2024-11-12T16:37:50+02:00,60,480.0,80.0
tre545,b120_1,2024-11-12T16:36:50+02:00,60,60.0,69.0
tre545,b120_1,2024-11-12T16:35:50+02:00,60,240.0,74.0
tre545,b120_1,2024-11-12T16:34:50+02:00,60,180.0,55.0
tre545,b120_1,2024-11-12T16:33:50+02:00,60,240.0,72.0
tre545,b120_1,2024-11-12T16:32:50+02:00,60,180.0,75.0
tre545,b120_1,2024-11-12T16:31:50+02:00,60,420.0,69.0
tre545,b120_1,2024-11-12T16:30:50+02:00,60,360.0,83.0
tre545,b120_2,2024-11-12T16:44:50+02:00,60,180.0,78.0
tre545,b120_2,2024-11-12T16:43:50+02:00,60,600.0,99.0
tre545,b120_2,2024-11-12T16:42:50+02:00,60,300.0,62.0
tre545,b120_2,2024-11-12T16:41:50+02:00,60,300.0,60.0
tre545,b120_2,2024-11-12T16:40:50+02:00,60,240.0,73.0
tre545,b120_2,2024-11-12T16:39:50+02:00,60,60.0,47.0
tre545,b120_2,2024-11-12T16:38:50+02:00,60,240.0,89.0
tre545,b120_2,2024-11-12T16:37:50+02:00,60,60.0,80.0
tre545,b120_2,2024-11-12T16:36:50+02:00,60,300.0,69.0
tre545,b120_2,2024-11-12T16:35:50+02:00,60,420.0,74.0
tre545,b120_2,2024-11-12T16:34:50+02:00,60,300.0,55.0
tre545,b120_2,2024-11-12T16:33:50+02:00,60,240.0,72.0
tre545,b120_2,2024-11-12T16:32:50+02:00,60,480.0,75.0
tre545,b120_2,2024-11-12T16:31:50+02:00,60,120.0,69.0
tre545,b120_2,2024-11-12T16:30:50+02:00,60,360.0,83.0
tre545,a100_1,2024-11-12T16:59:50+02:00,60,480.0,52.0
tre545,a100_1,2024-11-12T16:58:50+02:00,60,180.0,42.0
tre545,a100_1,2024-11-12T16:57:50+02:00,60,360.0,45.0
tre545,a100_1,2024-11-12T16:56:50+02:00,60,420.0,61.0
tre545,a100_1,2024-11-12T16:55:50+02:00,60,480.0,48.0
tre545,a100_1,2024-11-12T16:54:50+02:00,60,120.0,39.0
tre545,a100_1,2024-11-12T16:53:50+02:00,60,300.0,62.0
tre545,a100_1,2024-11-12T16:52:50+02:00,60,660.0,78.0
tre545,a100_1,2024-11-12T16:51:50+02:00,60,660.0,88.0
tre545,a100_1,2024-11-12T16:50:50+02:00,60,180.0,64.0
tre545,a100_1,2024-11-12T16:49:50+02:00,60,780.0,90.0
tre545,a100_1,2024-11-12T16:48:50+02:00,60,300.0,83.0
tre545,a100_1,2024-11-12T16:47:50+02:00,60,240.0,75.0
tre545,a100_1,2024-11-12T16:46:50+02:00,60,480.0,56.0
tre545,a100_1,2024-11-12T16:45:50+02:00,60,600.0,65.0
tre545,a100_2,2024-11-12T16:59:50+02:00,60,0.0,52.0
tre545,a100_2,2024-11-12T16:58:50+02:00,60,0.0,42.0
tre545,a100_2,2024-11-12T16:57:50+02:00,60,0.0,45.0
tre545,a100_2,2024-11-12T16:56:50+02:00,60,0.0,61.0
tre545,a100_2,2024-11-12T16:55:50+02:00,60,0.0,48.0
tre545,a100_2,2024-11-12T16:54:50+02:00,60,0.0,39.0
tre545,a100_2,2024-11-12T16:53:50+02:00,60,0.0,62.0
tre545,a100_2,2024-11-12T16:52:50+02:00,60,0.0,78.0
tre545,a100_2,2024-11-12T16:51:50+02:00,60,0.0,88.0
tre545,a100_2,2024-11-12T16:50:50+02:00,60,0.0,64.0
tre545,a100_2,2024-11-12T16:49:50+02:00,60,0.0,90.0
tre545,a100_2,2024-11-12T16:48:50+02:00,60,0.0,83.0
tre545,a100_2,2024-11-12T16:47:50+02:00,60,0.0,75.0
tre545,a100_2,2024-11-12T16:46:50+02:00,60,0.0,56.0
tre545,a100_2,2024-11-12T16:45:50+02:00,60,0.0,65.0
tre545,b120_1,2024-11-12T16:59:50+02:00,60,0.0,52.0
tre545,b120_1,2024-11-12T16:58:50+02:00,60,120.0,42.0
tre545,b120_1,2024-11-12T16:57:50+02:00,60,240.0,45.0
tre545,b120_1,2024-11-12T16:56:50+02:00,60,120.0,61.0
tre545,b120_1,2024-11-12T16:55:50+02:00,60,0.0,48.0
tre545,b120_1,2024-11-12T16:54:50+02:00,60,240.0,39.0
tre545,b120_1,2024-11-12T16:53:50+02:00,60,240.0,62.0
tre545,b120_1,2024-11-12T16:52:50+02:00,60,180.0,78.0
tre545,b120_1,2024-11-12T16:51:50+02:00,60,240.0,88.0
tre545,b120_1,2024-11-12T16:50:50+02:00,60,300.0,64.0
tre545,b120_1,2024-11-12T16:49:50+02:00,60,180.0,90.0
tre545,b120_1,2024-11-12T16:48:50+02:00,60,360.0,83.0
tre545,b120_1,2024-11-12T16:47:50+02:00,60,360.0,75.0
tre545,b120_1,2024-11-12T16:46:50+02:00,60,180.0,56.0
tre545,b120_1,2024-11-12T16:45:50+02:00,60,180.0,65.0
tre545,b120_2,2024-11-12T16:59:50+02:00,60,300.0,52.0
tre545,b120_2,2024-11-12T16:58:50+02:00,60,360.0,42.0
tre545,b120_2,2024-11-12T16:57:50+02:00,60,120.0,45.0
tre545,b120_2,2024-11-12T16:56:50+02:00,60,180.0,61.0
tre545,b120_2,2024-11-12T16:55:50+02:00,60,240.0,48.0
tre545,b120_2,2024-11-12T16:54:50+02:00,60,240.0,39.0
tre545,b120_2,2024-11-12T16:53:50+02:00,60,360.0,62.0
tre545,b120_2,2024-11-12T16:52:50+02:00,60,240.0,78.0
tre545,b120_2,2024-11-12T16:51:50+02:00,60,300.0,88.0
tre545,b120_2,2024-11-12T16:50:50+02:00,60,420.0,64.0
tre545,b120_2,2024-11-12T16:49:50+02:00,60,240.0,90.0
tre545,b120_2,2024-11-12T16:48:50+02:00,60,600.0,83.0
tre545,b120_2,2024-11-12T16:47:50+02:00,60,420.0,75.0
tre545,b120_2,2024-11-12T16:46:50+02:00,60,240.0,56.0
tre545,b120_2,2024-11-12T16:45:50+02:00,60,180.0,65.0
tre123,a100_1,2024-11-12T16:14:50+02:00,60,480.0,136.0
tre123,a100_1,2024-11-12T16:13:50+02:00,60,480.0,129.0
tre123,a100_1,2024-11-12T16:12:50+02:00,60,600.0,133.0
tre123,a100_1,2024-11-12T16:11:50+02:00,60,240.0,114.0
tre123,a100_1,2024-11-12T16:10:50+02:00,60,540.0,166.0
tre123,a100_1,2024-11-12T16:09:50+02:00,60,180.0,139.0
tre123,a100_1,2024-11-12T16:08:50+02:00,60,180.0,163.0
tre123,a100_1,2024-11-12T16:07:50+02:00,60,540.0,167.0
tre123,a100_1,2024-11-12T16:06:50+02:00,60,600.0,135.0
tre123,a100_1,2024-11-12T16:05:50+02:00,60,360.0,125.0
tre123,a100_1,2024-11-12T16:04:50+02:00,60,480.0,147.0
tre123,a100_1,2024-11-12T16:03:50+02:00,60,240.0,131.0
tre123,a100_1,2024-11-12T16:02:50+02:00,60,660.0,154.0
tre123,a100_1,2024-11-12T16:01:50+02:00,60,480.0,167.0
tre123,a100_1,2024-11-12T16:00:50+02:00,60,480.0,169.0
tre123,a100_2,2024-11-12T16:14:50+02:00,60,180.0,136.0
tre123,a100_2,2024-11-12T16:13:50+02:00,60,60.0,129.0
tre123,a100_2,2024-11-12T16:12:50+02:00,60,180.0,133.0
tre123,a100_2,2024-11-12T16:11:50+02:00,60,120.0,114.0
tre123,a100_2,2024-11-12T16:10:50+02:00,60,240.0,166.0
tre123,a100_2,2024-11-12T16:09:50+02:00,60,300.0,139.0
tre123,a100_2,2024-11-12T16:08:50+02:00,60,60.0,163.0
tre123,a100_2,2024-11-12T16:07:50+02:00,60,120.0,167.0
tre123,a100_2,2024-11-12T16:06:50+02:00,60,360.0,135.0
tre123,a100_2,2024-11-12T16:05:50+02:00,60,180.0,125.0
tre123,a100_2,2024-11-12T16:04:50+02:00,60,60.0,147.0
tre123,a100_2,2024-11-12T16:03:50+02:00,60,0.0,131.0
tre123,a100_2,2024-11-12T16:02:50+02:00,60,300.0,154.0
tre123,a100_2,2024-11-12T16:01:50+02:00,60,240.0,167.0
tre123,a100_2,2024-11-12T16:00:50+02:00,60,180.0,169.0
tre123,c50,2024-11-12T16:14:50+02:00,60,240.0,136.0
tre123,c50,2024-11-12T16:13:50+02:00,60,120.0,129.0
tre123,c50,2024-11-12T16:12:50+02:00,60,180.0,133.0
tre123,c50,2024-11-12T16:11:50+02:00,60,120.0,114.0
tre123,c50,2024-11-12T16:10:50+02:00,60,300.0,166.0
tre123,c50,2024-11-12T16:09:50+02:00,60,60.0,139.0
tre123,c50,2024-11-12T16:08:50+02:00,60,180.0,163.0
tre123,c50,2024-11-12T16:07:50+02:00,60,180.0,167.0
tre123,c50,2024-11-12T16:06:50+02:00,60,60.0,135.0
tre123,c50,2024-11-12T16:05:50+02:00,60,120.0,125.0
tre123,c50,2024-11-12T16:04:50+02:00,60,180.0,147.0
tre123,c50,2024-11-12T16:03:50+02:00,60,240.0,131.0
tre123,c50,2024-11-12T16:02:50+02:00,60,60.0,154.0
tre123,c50,2024-11-12T16:01:50+02:00,60,360.0,167.0
tre123,c50,2024-11-12T16:00:50+02:00,60,480.0,169.0
tre123,d60,2024-11-12T16:14:50+02:00,60,180.0,136.0
tre123,d60,2024-11-12T16:13:50+02:00,60,120.0,129.0
tre123,d60,2024-11-12T16:12:50+02:00,60,120.0,133.0
tre123,d60,2024-11-12T16:11:50+02:00,60,60.0,114.0
tre123,d60,2024-11-12T16:10:50+02:00,60,240.0,166.0
tre123,d60,2024-11-12T16:09:50+02:00,60,300.0,139.0
tre123,d60,2024-11-12T16:08:50+02:00,60,240.0,163.0
tre123,d60,2024-11-12T16:07:50+02:00,60,240.0,167.0
tre123,d60,2024-11-12T16:06:50+02:00,60,60.0,135.0
tre123,d60,2024-11-12T16:05:50+02:00,60,180.0,125.0
tre123,d60,2024-11-12T16:04:50+02:00,60,120.0,147.0
tre123,d60,2024-11-12T16:03:50+02:00,60,120.0,131.0
tre123,d60,2024-11-12T16:02:50+02:00,60,120.0,154.0
tre123,d60,2024-11-12T16:01:50+02:00,60,60.0,167.0
tre123,d60,2024-11-12T16:00:50+02:00,60,120.0,169.0
tre123,pp_e1,2024-11-12T16:14:50+02:00,60,60.0,136.0
tre123,pp_e1,2024-11-12T16:13:50+02:00,60,0.0,129.0
tre123,pp_e1,2024-11-12T16:12:50+02:00,60,0.0,133.0
tre123,pp_e1,2024-11-12T16:11:50+02:00,60,60.0,114.0
tre123,pp_e1,2024-11-12T16:10:50+02:00,60,60.0,166.0
tre123,pp_e1,2024-11-12T16:09:50+02:00,60,60.0,139.0
tre123,pp_e1,2024-11-12T16:08:50+02:00,60,120.0,163.0
tre123,pp_e1,2024-11-12T16:07:50+02:00,60,300.0,167.0
tre123,pp_e1,2024-11-12T16:06:50+02:00,60,120.0,135.0
tre123,pp_e1,2024-11-12T16:05:50+02:00,60,0.0,125.0
tre123,pp_e1,2024-11-12T16:04:50+02:00,60,300.0,147.0
tre123,pp_e1,2024-11-12T16:03:50+02:00,60,240.0,131.0
tre123,pp_e1,2024-11-12T16:02:50+02:00,60,0.0,154.0
tre123,pp_e1,2024-11-12T16:01:50+02:00,60,60.0,167.0
tre123,pp_e1,2024-11-12T16:00:50+02:00,60,60.0,169.0
tre123,pp_e2,2024-11-12T16:14:50+02:00,60,60.0,136.0
tre123,pp_e2,2024-11-12T16:13:50+02:00,60,0.0,129.0
tre123,pp_e2,2024-11-12T16:12:50+02:00,60,60.0,133.0
tre123,pp_e2,2024-11-12T16:11:50+02:00,60,60.0,114.0
tre123,pp_e2,2024-11-12T16:10:50+02:00,60,60.0,166.0
tre123,pp_e2,2024-11-12T16:09:50+02:00,60,60.0,139.0
tre123,pp_e2,2024-11-12T16:08:50+02:00,60,120.0,163.0
tre123,pp_e2,2024-11-12T16:07:50+02:00,60,300.0,167.0
tre123,pp_e2,2024-11-12T16:06:50+02:00,60,120.0,135.0
tre123,pp_e2,2024-11-12T16:05:50+02:00,60,0.0,125.0
tre123,pp_e2,2024-11-12T16:04:50+02:00,60,300.0,147.0
tre123,pp_e2,2024-11-12T16:03:50+02:00,60,240.0,131.0
tre123,pp_e2,2024-11-12T16:02:50+02:00,60,0.0,154.0
